Constituent ID,Constituent type,Constituent codes,Lifetime giving,First gift amount,First gift type,First gift date,Latest gift amount,Latest gift type,Latest gift date,Greatest gift amount,Greatest gift type,Greatest gift date,Prospect status,Last action category,Last action date,Prospect classification,Gender,Spouse,Tags,BPI - Bass Society,"Committee, WSF Board+","Committee, WSF-Driven","Committees, Outside",Community Groups,"Events, BPI","Events, Community Conversations","Events, Donor","Events, PA","Events, Prospect","Events, Sponsor","Events, Volunteer","Events, Womens Fund","Events, WSF",Legacy,Original Building Donor - 2014,Stewardship Letters,Tax Status,Echo Award,Date added,Solicit codes,Professional Advisors,Prospect Type,Transformational Donor
2010.1868,Organization,,1500,1500,One-time gift,11/1/2010,1500,One-time gift,11/1/2010,1500,One-time gift,11/1/2010,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/2/2010,,,,
2008.2031,Individual,,1500,1500,One-time gift,12/30/2008,1500,One-time gift,12/30/2008,1500,One-time gift,12/30/2008,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,12/29/2008,,,,
2016.1672,Organization,,1500,1500,One-time gift,12/2/2016,1500,One-time gift,12/2/2016,1500,One-time gift,12/2/2016,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/14/2016,,,,
2007.14,Individual,,1500,1500,One-time gift,12/28/2006,1500,One-time gift,12/28/2006,1500,One-time gift,12/28/2006,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,1,,,,,1/2/2007,,,,
2011.94,Individual,Prospect (No start date - No end date),1500,25,One-time gift,2/27/2015,25,Soft credit one-time gift,3/7/2022,1000,Soft credit one-time gift,11/3/2017,,,,,Female,0,Higher giving potential,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,Women's Fund (2/8/2016),
2016.153,Organization,,1500,1500,One-time gift,11/14/2016,1500,One-time gift,11/14/2016,1500,One-time gift,11/14/2016,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/17/2016,,,,
2007.111,Organization,,1500,1500,One-time gift,12/1/2006,1500,One-time gift,12/1/2006,1500,One-time gift,12/1/2006,,,,,,1,Lost donor,,,,,,,,,,,,,,,0,,,,,1/29/2007,,,,
2015.21,Individual,,1500,500,One-time gift,12/31/2014,500,One-time gift,12/30/2020,500,One-time gift,12/31/2014,,,,,Unknown,1,Higher giving potential;Lapsing donor,,,,,,,,,,,,,,,0,,,,,1/5/2015,,,,
1999.MID.04245,Organization,,1500,1500,One-time gift,1/9/1999,1500,One-time gift,1/9/1999,1500,One-time gift,1/9/1999,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/26/1999,,,,
2016.52,Organization,,1500,1500,One-time gift,1/12/2016,1500,One-time gift,1/12/2016,1500,One-time gift,1/12/2016,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/13/2016,,,,
2010.1933,Organization,,1500,500,One-time gift,11/19/2010,1000,One-time gift,8/31/2012,1000,One-time gift,8/31/2012,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/23/2010,,,,
2012.61,Individual,,1500,1000,One-time gift,4/26/2012,500,One-time gift,5/6/2013,1000,One-time gift,4/26/2012,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/30/2012,,,,
2007.11,Individual,Prospect (No start date - No end date),1500,100,One-time gift,1/26/2007,100,One-time gift,2/23/2021,100,One-time gift,1/26/2007,,Mailing,4/4/2007,,Female,0,Lapsing donor,,,,,,,,,,,,,,,0,,,,,1/29/2007,,,BPI (No date),
2016.368,Individual,Individual (No start date - No end date),1500,1500,One-time gift,4/6/2016,1500,One-time gift,4/6/2016,1500,One-time gift,4/6/2016,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,5/18/2006,,,,
2017.11,Individual,Individual (No start date - No end date),1500,1000,One-time gift,7/13/2017,500,One-time gift,12/17/2020,1000,One-time gift,7/13/2017,,,,,Male,1,Lapsing donor,,,,,,,,2018 Donor Appreciation Celebration (6/14/2018),,,,,,,0,,,,,7/13/2017,,,,
2458,Individual,Individual (No start date - No end date),1500,1000,One-time gift,12/21/2005,500,One-time gift,11/23/2015,1000,One-time gift,12/21/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/9/2006,,,,
1998.MID.03185,Individual,Individual (No start date - No end date),1500,500,One-time gift,6/29/1998,500,One-time gift,10/11/2000,500,One-time gift,6/29/1998,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,7/8/1998,,,,
2007.2867,Organization,Grant Requestor / Recipient (No start date - No end date);Grant Payee (No start date - No end date),1500,1500,One-time gift,12/22/2005,1500,One-time gift,12/22/2005,1500,One-time gift,12/22/2005,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,501 (c)(3) Public Charity (No date),,10/6/2007,,,,
2008.2027,Individual,,1500,100,One-time gift,12/22/2008,500,One-time gift,3/8/2017,500,One-time gift,3/8/2017,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,12/26/2008,No WSF Enews,,,
2022.1207,Organization,,1500,1500,One-time gift,8/18/2022,1500,One-time gift,8/18/2022,1500,One-time gift,8/18/2022,,,,,,1,,,,,,,,,,,,,,,,0,,,,,8/23/2022,,,,
2011.61,Individual,Individual (1/12/2011 - No end date),1500,200,One-time gift,1/6/2011,200,One-time gift,1/4/2021,200,One-time gift,1/6/2011,,,,,Male,1,Higher giving potential;Lapsing donor,,,,,,,,,,,,,,,0,,,,,1/12/2011,,,,
2008.1874,Organization,,1500,1000,One-time gift,11/19/2008,500,One-time gift,12/9/2009,1000,One-time gift,11/19/2008,,,,,,1,Lost donor,,,,,,,,,,,,,,,0,,,,,11/24/2008,,,,
2016.244,Organization,Organization (No start date - No end date),1500,1500,One-time gift,3/28/2016,1500,One-time gift,3/28/2016,1500,One-time gift,3/28/2016,,,,,,0,Lost donor,,,,,,,,,,,Women's Fund Luncheon-2016 Bronze (No date);Women's Fund Luncheon-Prospective Ask (No date),,,,0,,,,,2/25/2016,,,,
2020.1579,Organization,Organization (10/19/2020 - No end date),1500,1000,One-time gift,10/19/2020,500,One-time gift,10/25/2021,1000,One-time gift,10/19/2020,,,,,,1,At risk donor,,,,,,,,,,,,,,,0,,,,,10/19/2020,,,,
608,Individual,Individual (3/30/2004 - No end date),1500,500,One-time gift,3/29/2004,500,One-time gift,4/28/2010,500,One-time gift,3/29/2004,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/30/2004,,,,
1998.MID.03197,Organization,,1500,500,One-time gift,7/2/1998,1000,One-time gift,2/11/2000,1000,One-time gift,2/11/2000,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/15/1998,,,,
2016.32,Individual,Individual (No start date - No end date),1500,1000,One-time gift,12/29/2015,500,One-time gift,10/7/2017,1000,One-time gift,12/29/2015,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/11/2016,,,,
2013.811,Individual,,1500,500,One-time gift,6/7/2013,500,One-time gift,4/14/2022,500,One-time gift,6/7/2013,,,,,Male,0,,,,,,,,,,,,,,,,0,,,,,6/10/2013,,,,
2011.2093,Individual,,1500,250,One-time gift,12/23/2011,250,One-time gift,1/12/2017,250,One-time gift,12/23/2011,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/27/2011,,,,
2014.512,Individual,,1500,250,One-time gift,5/29/2014,500,One-time gift,10/6/2020,500,One-time gift,10/17/2019,,,,,Female,0,Higher giving potential;Lapsed donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,5/30/2014,,,,
115,Individual,,1500,100,One-time gift,2/14/2003,100,One-time gift,11/10/2015,1000,One-time gift,11/4/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/2/2003,,1,,
2007.312,Individual,,1500,100,One-time gift,11/1/2007,100,One-time gift,1/22/2019,100,One-time gift,11/1/2007,,Mailing,2/1/2008,,Female,0,Lapsed donor,,,,,,2006 E. Carson Lecture (No date),,,,,,,,,0,,,,,3/28/2007,,,,
1999.MID.04232,Individual,,1500,1000,One-time gift,12/10/1998,500,One-time gift,2/25/2002,1000,One-time gift,12/10/1998,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/13/1999,,,,
2007.475,Individual,,1500,100,One-time gift,5/18/2007,100,One-time gift,1/19/2022,100,One-time gift,5/18/2007,,Mailing,6/11/2007,,Female,0,Higher giving potential,,,,,,,,,,,,,,,0,,,,,5/21/2007,,,,
2012.501,Individual,,1500,1000,One-time gift,4/18/2012,500,One-time gift,5/1/2013,1000,One-time gift,4/18/2012,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/20/2012,,,,
2009.575,Individual,,1500,1500,One-time gift,6/1/2009,1500,One-time gift,6/1/2009,1500,One-time gift,6/1/2009,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/2/2009,,,,
2013.245,Individual,,1500,100,One-time gift,3/6/2013,100,One-time gift,2/25/2022,200,One-time gift,3/18/2015,,,,,Female,0,Higher giving potential,,,,,,,,,,,,,,,0,,,,,3/7/2013,,,,
1998.MID.03343,Individual,,1500,1500,One-time gift,9/17/1998,1500,One-time gift,9/17/1998,1500,One-time gift,9/17/1998,,,,,Female,0,Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,9/23/1998,,,,
2009.643,Individual,,1495,100,One-time gift,6/3/2009,100,One-time gift,1/24/2022,150,One-time gift,1/22/2014,,Email,3/21/2019,,Female,1,Higher giving potential,,,,,,,2018 Teacher Academy (9/24/2018),,,,,,,Jazz on the Rooftop (9/20/2022),1,,,,,6/5/2009,,,,
185,Individual,,1492.22,100,One-time gift,6/18/2003,50,Soft credit one-time gift,10/5/2021,120,Soft credit one-time gift,3/30/2015,,,,,Male,1,At risk donor,,,,,,,,,,,,,,,0,,,,,6/18/2003,,,,
2008.1448,Organization,,1489.81,489.81,One-time gift,9/29/2008,1000,One-time gift,1/14/2010,1000,One-time gift,1/14/2010,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/1/2008,,,,
2008.1573,Individual,,1485.93,100,One-time gift,10/14/2008,15.93,Soft credit one-time gift,3/27/2019,105,Soft credit one-time gift,11/5/2015,,,,,Female,1,Lapsed donor,,,,,,,,,,,,,,,0,,,,,9/9/2008,,,,
2006.3151,Individual,Individual (No start date - No end date);Prospect (2/3/2017 - No end date),1484,100,One-time gift,10/17/2012,184,One-time gift,11/21/2019,200,One-time gift,11/17/2013,Cultivation,Phone call,3/18/2016,,Female,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,8/7/2006,,,,
2010.1559,Organization,Business (No start date - No end date),1480,340,One-time gift,3/20/2017,500,One-time gift,3/6/2020,500,One-time gift,3/6/2020,,Meeting,7/23/2018,,,0,Lapsed donor,,,,,,,,,,,Community Meeting-2019 Supporter (No date);Community Meeting-2018 Supporter (No date);Community Meeting-2017 Supporter (No date);Community Meeting-2016 Supporter (No date);Women's Fund Luncheon-Prospective Ask (No date);Community Meeting-Prospective Ask (No date);Community Meeting-2015 Supporter (No date);Community Meeting-2014 Supporter (No date);Community Meeting-2013 Supporter (No date);Community Meeting-2012 Supporter (No date);Community Meeting-2011 Supporter (No date),,,,0,,,,,8/24/2010,,,,
1805,Organization,Grant Requestor / Recipient (No start date - No end date);Grant Payee (No start date - No end date);Organization (No start date - No end date),1480,340,One-time gift,3/21/2017,500,Soft credit one-time gift,2/24/2020,500,Soft credit one-time gift,2/24/2020,,Phone call,7/2/2020,,,0,Lapsed donor,,,,,,,,,,,Community Meeting-2019 Supporter (No date);Community Meeting-2018 Supporter (No date);Community Meeting-2017 Supporter (No date);Community Meeting-2016 Supporter (No date);Community Meeting-2015 Supporter (No date);Community Meeting-Prospective Ask (No date);Community Meeting-2015 Supporter (No date),,,,0,,,501 (c)(3) Public Charity (No date),,7/8/2005,,,,
2019.249,Individual,Individual (No start date - No end date),1480,100,One-time gift,3/4/2019,100,One-time gift,3/23/2022,1000,One-time gift,4/24/2020,,Email,12/23/2020,,Male,1,Higher giving potential,,,,,,,,,,,,,,,0,,,,,10/4/2016,,,,
1998.MID.03372,Individual,,1477.79,1477.79,One-time gift,4/21/1998,1477.79,One-time gift,4/21/1998,1477.79,One-time gift,4/21/1998,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/13/1998,,,,
2009.769,Individual,,1475.5,100,One-time gift,6/29/2009,50,One-time gift,3/25/2022,100,One-time gift,6/29/2009,,,,,Female,1,,,,,,,,,,,,,,,,0,,,,,4/13/2009,,,,
1996.MID.00981,Individual,Professional Advisor (No start date - No end date);Prospect (No start date - No end date),1475,100,One-time gift,9/7/2005,100,One-time gift,10/30/2020,100,One-time gift,9/7/2005,,Mailing,11/11/2011,,Male,1,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,7/1/1996,,1,BPI (No date),
1886,Individual,,1475,500,One-time gift,8/2/2005,200,One-time gift,11/6/2012,500,One-time gift,8/2/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/11/2005,,,,
2012.2239,Individual,,1472,175,One-time gift,4/30/2015,100,One-time gift,4/10/2022,412,One-time gift,4/16/2018,,,,,Male,0,Higher giving potential,,,,,,,,,,,,,,,0,,,,,12/19/2012,,,,
2008.1728,Individual,,1471.67,100,One-time gift,10/23/2008,100,Soft credit one-time gift,11/5/2015,250,Soft credit one-time gift,10/23/2014,,,,,Female,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/1/2008,,,,
1996.MID.01516,Individual,Professional Advisor (11/30/2012 - No end date),1470,100,One-time gift,12/1/2005,50,Soft credit one-time gift,9/8/2022,100,One-time gift,12/1/2005,,,,,Male,1,,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
1996.MID.00853,Individual,Individual (No start date - No end date),1470,25,One-time gift,3/10/2004,100,One-time gift,4/12/2019,125,One-time gift,1/23/2015,,Mailing,6/11/2007,,Female,1,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,7/1/1996,,1,,
2009.175,Individual,Individual (No start date - No end date),1465,100,One-time gift,6/28/2010,125,One-time gift,1/18/2022,150,One-time gift,8/20/2013,,,,,Female,0,Higher giving potential,,,Women's Fund Committee Board-Current Member (No date);Women's Fund Committee Board-Past Member (No date),,,,,,,,,,,,0,,,,,2/23/2009,,,,
2012.1586,Individual,,1462,475,One-time gift,9/11/2012,445,One-time gift,10/16/2014,542,One-time gift,10/17/2013,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,9/12/2012,,,,
2006.369,Individual,Individual (No start date - No end date),1460,100,One-time gift,12/11/2006,125,One-time gift,1/7/2021,150,One-time gift,4/24/2015,,Mailing,3/30/2007,,Female,0,Lapsing donor,,,,,,,,,,,,,,,0,,,,,12/13/2006,,,,
2000.MID.05006,Individual,Professional Advisor (No start date - No end date),1450,500,One-time gift,12/20/2002,500,One-time gift,12/27/2021,500,One-time gift,12/20/2002,,Email,4/20/2021,,Female,1,Higher giving potential,,,,,,,,,2022 PA Appreciation Breakfast (6/7/2022),,,,,,0,,,,,3/10/2000,,,,
2011.1328,Organization,,1450,250,One-time gift,7/22/2011,1000,One-time gift,4/6/2020,1000,One-time gift,4/6/2020,,,,,,1,Lapsed donor,,,,,,,,,,,,,,,0,,,,,7/25/2011,,,,
1189,Individual,,1450,100,One-time gift,12/20/2004,100,One-time gift,1/14/2019,400,One-time gift,1/28/2009,,,,,Female,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,12/31/2004,,1,,
1996.MID.02143,Individual,Individual (No start date - No end date),1450,300,One-time gift,6/7/2005,200,One-time gift,12/28/2011,300,One-time gift,6/7/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
2009.237,Individual,,1450,500,One-time gift,3/16/2009,250,One-time gift,7/8/2018,500,One-time gift,3/16/2009,,,,,Female,1,Lapsed donor,,,,,,,,,,,,,,,0,,,,1,3/18/2009,,,,
2006.3505,Individual,Individual (No start date - No end date),1450,50,One-time gift,1/2/2007,25,One-time gift,12/18/2009,500,Soft credit one-time gift,1/2/2007,,Mailing,3/27/2007,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,11/8/2006,,,,
1939,Individual,,1450,50,One-time gift,8/16/2005,250,One-time gift,12/29/2014,250,One-time gift,12/23/2011,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,8/19/2005,,,,
1998.MID.03575,Individual,Individual (No start date - No end date),1450,25,One-time gift,10/11/1998,100,One-time gift,3/24/2020,600,One-time gift,11/16/2006,,Task/Other,2/20/2002,,Male,0,Lapsed donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,10/20/1998,No WSF Enews,,,
2012.113,Individual,,1450,100,One-time gift,1/31/2012,100,One-time gift,9/15/2017,500,One-time gift,8/3/2017,,,,,Male,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,1/31/2012,,,,
2007.5431,Individual,,1450,100,One-time gift,11/1/2007,100,One-time gift,1/6/2021,100,One-time gift,11/1/2007,,Mailing,2/1/2008,,Female,0,Lapsing donor,,,,,,,,,,,,,,,0,,,,,11/7/2007,,,,
2001.MID.05902,Individual,Prospect (No start date - No end date);Individual (7/13/2001 - No end date),1450,100,One-time gift,6/25/2008,100,One-time gift,1/2/2021,150,One-time gift,1/12/2016,,,,,Female,0,Higher giving potential;Lapsing donor,,,,,,,,,,,,,,,0,,,,,7/13/2001,,,BPI (No date),
2016.828,Individual,Individual (No start date - No end date),1447,1447,One-time gift,6/10/2016,1447,One-time gift,6/10/2016,1447,One-time gift,6/10/2016,,,,,Male,1,Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,6/13/2016,,,,
2009.787,Individual,,1440,240,One-time gift,6/30/2009,200,One-time gift,4/17/2016,240,One-time gift,6/30/2009,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/2/2009,,,,
2011.933,Individual,,1436,50,One-time gift,10/31/2013,100,One-time gift,5/10/2021,300,One-time gift,1/2/2014,,,,,Female,1,Lapsing donor,,,,,,,,,,,,,,,0,,,,,5/26/2011,,,,
2022.1355,Individual,,1435,50,One-time gift,11/10/2011,100,One-time gift,9/6/2022,250,One-time gift,11/27/2018,,,,,Female,0,Higher giving potential,,,,,,,,,,,,,,,0,,,,,9/8/2022,,,,
2010.854,Individual,Individual (No start date - No end date),1425,100,One-time gift,6/1/2010,100,One-time gift,2/27/2022,300,One-time gift,8/14/2014,,,,,Female,1,Higher giving potential,,,Women's Fund Committee Board-Past Member (No date),,,,,,,,,,,,0,,,,,6/2/2010,,1,,
2020.818,Individual,Individual (5/28/2020 - No end date),1425,25,Soft credit one-time gift,10/13/2004,100,One-time gift,5/28/2020,1000,Soft credit one-time gift,8/1/2005,,Mailing,4/27/2022,,Female,1,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,1,,,7/1/1996,,,,
1973,Individual,,1425,25,One-time gift,8/30/2005,50,One-time gift,12/11/2018,1000,One-time gift,7/26/2010,,,,,Female,1,Lapsed donor,,,,,,,,,,,,,,,0,,,,,9/7/2005,,,,
2011.2066,Organization,Organization (12/20/2011 - No end date),1425,200,One-time gift,12/19/2011,500,One-time gift,8/19/2021,500,One-time gift,8/19/2021,,,,,,0,Lapsing donor,,,,,,,,,,,,,,,0,,,,,12/20/2011,,,,
1996.MID.00406,Individual,Individual (No start date - No end date),1425,200,Soft credit one-time gift,8/25/2005,100,Soft credit one-time gift,2/14/2017,200,Soft credit one-time gift,8/25/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,Mailing Recipient (No date),
1998.MID.03336,Individual,,1425,100,One-time gift,9/11/1998,150,One-time gift,3/18/2019,300,One-time gift,9/13/2013,,,,,Female,1,Lapsed donor,,,,,,,,,,,,,,,0,,,,,9/21/1998,,,,
1996.MID.02136,Individual,Professional Advisor (No start date - No end date),1425,25,One-time gift,10/13/2004,100,Soft credit one-time gift,5/28/2020,1000,One-time gift,8/1/2005,,,,,Male,1,Lapsed donor,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
2007.561,Individual,,1425,100,One-time gift,11/1/2007,100,One-time gift,1/10/2020,100,One-time gift,11/1/2007,,Mailing,2/1/2008,,Female,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,2017 Fund Do Party (No date),,0,,,,,6/22/2007,,,,
1997.MID.02750,Individual,,1420,120,One-time gift,6/13/1997,120,One-time gift,12/27/2018,250,One-time gift,11/4/2005,,,,,Female,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,6/13/1997,No CLF Appeal,,,
1998.MID.04173,Individual,Prospect (No start date - No end date),1419,335,One-time gift,11/25/1998,250,One-time gift,9/14/2010,335,One-time gift,11/25/1998,,,,,Male,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,12/10/1998,,,BPI (No date),
2016.292,Organization,,1415,100,One-time gift,3/14/2016,300,One-time gift,12/31/2021,500,One-time gift,12/27/2017,,,,,,0,,,,,,,,,,,,,,,,0,,,,,3/15/2016,,,,
1996.MID.00808,Individual,Individual (No start date - No end date),1415,100,One-time gift,4/30/2007,115,One-time gift,4/22/2019,115,One-time gift,4/22/2019,,Mailing,6/11/2007,,Female,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
2007.2005,Organization,Organization (No start date - No end date),1412,35,One-time gift,9/22/2005,415,One-time gift,11/13/2006,962,One-time gift,11/13/2006,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,, (No date),,10/6/2007,,,,
2000.MID.05074,Individual,Volunteer (No start date - No end date),1410,50,One-time gift,5/2/2000,100,One-time gift,7/9/2021,100,One-time gift,5/8/2002,,,,,Male,1,Higher giving potential;Lapsing donor,,,,1,,,,,,,,,,,0,,,,,5/3/2000,,,,
2009.762,Individual,,1410,100,One-time gift,6/26/2009,100,One-time gift,3/19/2022,110,One-time gift,6/27/2014,,,,,Female,1,Higher giving potential,,,,,,,,,,,,,,,0,,,,,6/30/2009,,,,
2011.1187,Organization,,1405,1055,One-time gift,6/27/2011,100,One-time gift,12/10/2012,1055,One-time gift,6/27/2011,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/28/2011,,,,
1996.MID.00325,Individual,Individual (No start date - No end date),1401,100,One-time gift,1/2/1998,101,One-time gift,11/10/2011,250,One-time gift,6/17/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,,
2008.213,Individual,,1400,100,One-time gift,2/25/2008,1000,Soft credit one-time gift,8/27/2015,1000,Soft credit one-time gift,8/27/2015,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,2/27/2008,,,,
2007.5435,Individual,,1400,100,One-time gift,11/1/2007,100,One-time gift,3/17/2021,100,One-time gift,11/1/2007,,Mailing,2/1/2008,,Female,1,Higher giving potential;Lapsing donor,,,,,,,,,,,,,,,0,,,,,11/7/2007,,,,
2017.1817,Individual,Individual (No start date - No end date),1400,100,One-time gift,9/6/2018,200,Soft credit one-time gift,11/30/2021,600,One-time gift,6/5/2020,,,,,Female,0,High wealth rating,,,,,,,,,,,,,,,0,,,,,12/13/2017,,,,
2007.617,Individual,Prospect (7/12/2011 - No end date),1400,100,One-time gift,6/28/2007,100,One-time gift,3/8/2021,100,One-time gift,6/28/2007,,Phone call,7/27/2011,,Female,0,Higher giving potential;Lapsing donor,,,,,,,,"2015 Donor Advisor 101, February (No date)",,2012 Eisenberg Gathering (No date),,,,,0,,,,,7/9/2007,,,,
407,Individual,,1400,100,One-time gift,12/22/2003,100,One-time gift,12/14/2021,250,One-time gift,12/17/2009,,,,,Male,0,Higher giving potential,,,,,,,,,,,,,,,0,,,,,12/23/2003,,,,
2007.42,Individual,,1400,100,One-time gift,4/30/2007,200,One-time gift,3/22/2017,200,One-time gift,8/9/2012,,Mailing,6/15/2007,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,5/3/2007,,,,
1996.MID.01359,Individual,Prospect (No start date - No end date),1400,500,One-time gift,11/13/2005,150,One-time gift,10/6/2014,500,One-time gift,11/13/2005,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,7/1/1996,,,Carolina Physicians Assoc Doc (95-08) (No date),
